SCAN_NAME,ws62,stdev62,wd60
201104250220,6,0.21,132.13
201104250230,5.6,0.18,127.13
201104250240,4.91,0.3,109.93
201104250250,4.37,0.33,84.53
201104250300,4.87,0.26,80.83
201104250310,4.38,0.54,80.33
201104250320,3.78,0.16,62.53
201104250330,3.54,0.21,59.33
201104250340,3.78,0.41,47.73
201104250350,2.6,0.33,29.72
201104250400,2.98,0.2,15.45
201104250410,1.66,0.76,347.61
201104250420,1.16,0.44,209.93
201104250430,1.26,0.32,203.23
201104250440,1.81,0.21,193.83
201104250450,1.65,0.23,194.63
201104250500,1.13,0.2,197.43
201104250510,1.86,0.66,175.83
201104250520,2.88,0.27,160.63
201104250530,3.45,0.27,163.23
201104250540,3.31,0.29,164.63
201104250550,3.72,0.25,169.53
201104250600,5.29,0.56,171.83
201104250610,5.67,0.37,176.33
201104250620,6.32,0.48,161.63
201104250630,6.12,0.51,147.03
201104250640,5.9,0.29,148.03
201104250650,5.71,0.22,145.13
201104250700,5.83,0.33,143.83
201104250710,5.39,0.3,144.23
201104250720,5,0.2,142.83
201104250730,5.26,0.2,138.63
201104250740,4.57,0.65,124.83
201104250750,4.28,0.32,111.53
201104250800,3.99,0.36,105.93
201104250810,4.14,0.3,116.73
201104250820,4.08,0.3,122.83
201104250830,3.99,0.52,127.73
201104250840,4.2,0.57,131.03
201104250850,4.45,0.61,134.53
201104250900,5.22,0.46,135.53
201104250910,5.03,0.54,141.43
201104250920,5.66,0.54,150.53
201104250930,5.87,0.57,157.63
201104250940,5.39,0.55,152.93
201104250950,5.55,0.54,156.73
201104251000,5.8,0.69,161.23
201104251010,5.96,0.72,166.73
201104251020,7,0.59,166.53
201104251030,6.69,0.67,163.83
201104251040,6.78,1.01,156.13
201104251050,6.65,0.89,150.93
201104251100,6.33,0.9,160.33
201104251110,6.45,0.88,158.23
201104251120,6.85,1.21,150.13
201104251130,7,1.11,144.03
201104251140,7.7,0.75,149.53
201104251150,7.27,0.96,158.73
201104251200,7.59,0.98,165.83
201104251210,7.11,1.34,164.33
201104251220,6.39,0.96,154.73
201104251230,6.69,1.19,163.73
201104251240,6.75,1.28,158.13
201104251250,8.27,1.78,191.23
201104251300,9.25,1.25,186.13
201104251310,8.66,1.34,184.23
201104251320,9.44,1.11,183.43
201104251330,9.18,0.99,180.13
201104251340,8.78,1.16,180.53
201104251350,9.82,1.64,183.43
201104251400,10.04,1.15,182.13
201104251410,10.38,1.86,183.03
201104251420,11.57,1.05,186.93
201104251430,10.81,1.13,184.13
201104251440,11.02,1.06,179.83
201104251450,11.77,1.3,181.43
201104251500,12,1.11,189.73
201104251510,12.34,1.11,188.33
201104251520,12.62,0.87,186.13
201104251530,12.83,0.83,187.03
201104251540,12.76,0.75,184.43
201104251550,11.57,1.06,182.03
201104251600,12.24,1.2,184.53
201104251610,12.34,1.1,182.23
201104251620,12.7,0.6,178.33
201104251630,12.16,1.08,179.03
201104251640,12.25,1.47,179.43
201104251650,12.24,1.06,175.93
201104251700,13,1.12,175.93
201104251710,12.15,1.18,176.93
201104251720,12.9,0.97,176.53
201104251730,12.3,1.31,177.23
201104251740,12.44,0.72,179.13
201104251750,12,0.91,176.83
201104251800,13.13,1.04,175.43
201104251810,11.98,1.23,173.53
201104251820,12.37,0.82,174.33
201104251830,11.69,1.27,173.03
201104251840,12.54,0.9,171.93
201104251850,12.35,1.08,169.13
201104251900,11.64,1.13,168.13
201104251910,11.42,0.99,167.83
201104251920,10.86,0.89,167.53
201104251930,10.57,0.73,166.63
201104251940,10.38,0.63,166.23
201104251950,10.33,0.67,164.63
201104252000,10.19,0.71,162.03
201104252010,9.74,0.62,159.13
201104252020,9.74,0.61,159.43
201104252030,9.83,0.47,159.63
201104252040,9.31,0.53,158.93
201104252050,9.46,0.59,158.33
201104252100,9.05,0.55,156.63
201104252110,8.73,0.49,154.73
201104252120,8.95,0.42,154.43
201104252130,8.9,0.43,153.73
201104252140,8.55,0.53,151.93
201104252150,8.3,0.42,153.03
201104252200,8.21,0.48,152.43
201104252210,8.46,0.5,153.13
201104252220,8.6,0.41,152.93
201104252230,8.4,0.4,150.73
201104252240,8.66,0.42,151.53
201104252250,9.18,0.42,153.03
201104252300,8.54,0.51,153.83
201104252310,8.75,0.54,153.33
201104252320,8.78,0.43,150.83
201104252330,7.59,0.52,150.53
201104252340,7.83,0.52,150.93
201104252350,8.32,0.44,151.23
201104260000,8.07,0.4,150.53
201104260010,7.77,0.48,153.23
201104260020,8.68,0.5,153.33
201104260030,8.8,0.46,152.63
201104260040,8.86,0.39,152.93
201104260050,8.74,0.53,153.03
201104260100,9.49,0.37,153.03
201104260110,9.26,0.46,152.93
201104260120,8.9,0.36,152.13
201104260130,8.81,0.39,150.43
201104260140,9.13,0.33,149.63
201104260150,8.73,0.52,149.23
201104260200,7.61,0.31,151.23
201104260210,8.47,0.45,152.33
201104260220,9.61,0.22,152.63
201104260230,9.78,0.17,151.53
201104260240,9.48,0.19,148.03
201104260250,9.32,0.21,146.53
201104260300,9.54,0.18,147.03
201104260310,9.51,0.19,146.53
201104260320,9.38,0.2,145.73
201104260330,9.21,0.22,147.73
201104260340,9.36,0.24,150.13
201104260350,9.49,0.24,151.23
201104260400,9.58,0.17,149.63
201104260410,9.6,0.16,148.53
201104260420,9.35,0.17,143.23
201104260430,9.26,0.15,145.23
201104260440,9.36,0.17,145.53
201104260450,9.02,0.2,140.03
201104260500,8.48,0.16,134.93
201104260510,7.35,0.52,134.53
201104260520,7.4,0.21,134.73
201104260530,7.22,0.16,133.23
201104260540,7.54,0.25,130.73
201104260550,7.81,0.17,128.03
201104260600,7.42,0.25,120.83
201104260610,6.9,0.2,117.83
201104260620,6.44,0.51,110.83
201104260630,6.27,0.22,108.13
201104260640,6.68,0.16,109.13
201104260650,6.67,0.15,110.63
201104260700,6.57,0.19,111.63
201104260710,6.48,0.15,107.93
201104260720,6.67,0.18,102.13
201104260730,6.87,0.18,99.73
201104260740,7.1,0.22,97.73
201104260750,7.3,0.17,99.83
201104260800,7.09,0.18,95.33
201104260810,6.72,0.26,93.23
201104260820,6.27,0.66,89.93
201104260830,5.33,0.38,84.53
201104260840,5.61,0.19,86.73
201104260850,5.4,0.24,86.83
201104260900,4.92,0.26,85.13
201104260910,3.97,0.6,90.43
201104260920,3.88,0.58,93.93
201104260930,4.25,0.42,96.73
201104260940,3.62,0.51,88.63
201104260950,3.82,0.67,85.83
201104261000,3.84,0.9,91.53
201104261010,5.17,0.87,122.43
201104261020,4.84,0.99,112.13
201104261030,4.07,0.78,116.83
201104261040,4.91,0.95,129.03
201104261050,4.86,0.92,134.13
201104261100,4.74,1.72,138.13
201104261110,4.6,1.03,144.43
201104261120,4.2,0.88,153.33
201104261130,5.57,1,154.53
201104261140,5.12,1.16,170.33
201104261150,4.81,1.09,161.03
201104261200,4.75,1.28,164.43
201104261210,6.16,1.17,160.83
201104261220,5.89,1.13,172.23
201104261230,5.44,1.65,156.63
201104261240,4.63,1.1,175.33
201104261250,5.02,1.02,170.53
201104261300,5.66,1.84,164.63
201104261310,5.48,1.39,152.93
201104261320,6.47,2,181.03
201104261330,9.32,0.74,214.93
201104261340,9.24,0.67,213.13
201104261350,9.08,0.92,211.43
201104261400,9.23,0.89,208.93
201104261410,9.25,1.26,204.43
201104261420,9.51,0.88,207.03
201104261430,9.49,0.91,209.03
201104261440,9.15,1.06,213.83
201104261450,9.75,1.03,204.43
201104261500,10.76,1.14,211.23
201104261510,10.01,1.23,207.43
201104261520,9.39,0.96,205.03
201104261530,8.96,0.84,206.13
201104261540,9.43,0.99,207.33
201104261550,8.97,1.06,211.13
201104261600,9.5,1.18,200.83
201104261610,9.22,0.95,200.73
201104261620,9.28,0.8,212.23
201104261630,9.18,1.25,201.33
201104261640,9.84,0.77,198.33
201104261650,9.25,0.76,202.33
201104261700,9.51,1.07,204.03
201104261710,10.13,0.63,197.93
201104261720,9,0.7,193.63
201104261730,8.01,1.09,199.53
201104261740,8.04,0.85,205.73
201104261750,7.67,0.8,203.53
201104261800,7.81,0.66,205.03
201104261810,7.39,0.7,198.83
201104261820,7.23,0.59,198.13
201104261830,6.95,0.68,196.63
201104261840,6.47,0.63,196.43
201104261850,6.89,0.35,195.43
201104261900,6.69,0.31,194.83
201104261910,6.65,0.44,191.93
201104261920,6.85,0.34,189.53
201104261930,6.63,0.25,186.53
201104261940,6.5,0.25,185.13
201104261950,7.1,0.39,183.73
201104262000,7.51,0.45,182.33
201104262010,6.77,0.3,178.23
201104262020,6.57,0.21,174.93
201104262030,6.59,0.29,169.83
201104262040,6.33,0.32,165.33
201104262050,6.73,0.22,164.73
201104262100,6.97,0.2,164.63
201104262110,7.05,0.23,165.43
201104262120,7.9,0.44,164.53
201104262130,7.87,0.46,163.73
201104262140,6.78,0.29,163.53
201104262150,6.96,0.44,162.83
201104262200,6.45,0.33,157.33
201104262210,6.87,0.29,156.43
201104262220,7.34,0.22,153.63
201104262230,7.65,0.15,155.53
201104262240,7.45,0.18,156.63
201104262250,7.65,0.19,152.13
201104262300,7.4,0.16,150.23
201104262310,7.47,0.18,150.13
201104262320,7.43,0.32,154.93
201104262330,7.27,0.44,158.73
201104262340,8.29,0.74,159.93
201104262350,8.86,0.26,160.03
201104270000,9.04,0.16,154.43
201104270010,9.16,0.19,153.63
201104270020,9,0.22,160.23
201104270030,8.83,0.24,157.93
201104270040,9.53,0.19,150.93
201104270050,9.73,0.29,147.33
201104270100,9.35,0.38,145.03
201104270110,8.75,0.22,144.73
201104270120,8.46,0.16,145.23
201104270130,7.95,0.29,143.13
201104270140,8.29,0.27,142.83
201104270150,8.53,0.21,137.63
201104270200,8.08,0.23,137.33
201104270210,7.8,0.19,135.33
201104270220,7.82,0.17,132.33
201104270230,7.81,0.2,134.03
201104270240,8.25,0.3,135.23
201104270250,8.65,0.15,133.23
201104270300,8.56,0.17,129.53
201104270310,8.33,0.18,128.43
201104270320,8.12,0.16,125.43
201104270330,7.75,0.19,121.73
201104270340,7.61,0.17,121.63
201104270350,7.36,0.21,122.93
201104270400,6.9,0.25,128.33
201104270410,5.96,0.48,129.63
201104270420,5.74,0.32,129.93
201104270430,6.68,0.43,131.93
201104270440,7.43,0.34,136.63
201104270450,7.68,0.24,139.33
201104270500,7.53,0.27,133.73
201104270510,7.33,0.3,128.73
201104270520,6.7,0.26,125.73
201104270530,6.32,0.16,128.43
201104270540,6.27,0.21,129.53
201104270550,6.11,0.14,126.83
201104270600,6.19,0.17,124.43
201104270610,6.02,0.19,116.53
201104270620,5.83,0.27,103.33
201104270630,5.38,0.21,97.83
201104270640,5.62,0.18,93.93
201104270650,5.63,0.19,90.63
201104270700,5.77,0.18,87.33
201104270710,6.13,0.18,91.53
201104270720,6.09,0.2,92.23
201104270730,5.82,0.2,93.63
201104270740,5.24,0.3,85.73
201104270750,5.28,0.18,85.63
201104270800,5.04,0.22,85.63
201104270810,4.47,0.2,88.93
201104270820,4.31,0.16,90.53
201104270830,4.38,0.29,89.83
201104270840,3.93,0.44,86.83
201104270850,4.43,0.16,87.73
201104270900,4.29,0.48,92.73
201104270910,3.93,0.57,91.83
201104270920,3.48,0.57,96.03
201104270930,3.4,0.75,102.13
201104270940,4.72,0.86,109.43
201104270950,5.52,0.9,117.93
201104271000,5.5,1.28,129.33
201104271010,6.51,0.73,130.93
201104271020,6.63,0.89,139.93
201104271030,6.95,0.82,140.03
201104271040,6.82,0.97,149.13
201104271050,6.73,1.2,143.73
201104271100,7.47,1.18,146.43
201104271110,6.92,1,143.63
201104271120,6.99,0.88,141.03
201104271130,8.15,0.97,129.43
201104271140,7.3,1.24,133.73
201104271150,8.16,1.14,117.63
201104271200,7.97,1.15,131.53
201104271210,7.85,1.5,135.93
201104271220,6.72,1.3,131.53
201104271230,8.51,1.21,138.23
201104271240,8.03,1.16,127.13
201104271250,6.95,1.28,151.53
201104271300,9.03,1.39,148.83
201104271310,7.97,1.54,151.63
201104271320,7.92,1.27,141.63
201104271330,8.5,1.18,145.43
201104271340,8.42,1.5,137.23
201104271350,7.59,1.26,134.93
201104271400,8.18,1.63,137.73
201104271410,7.67,1.74,143.73
201104271420,8.32,1.32,143.33
201104271430,8.16,1.12,158.03
201104271440,11.05,2.14,165.63
201104271450,11.65,1.14,176.43
201104271500,11.31,1.44,180.63
201104271510,12.04,1.33,171.03
201104271520,11.84,1.02,178.43
201104271530,12.55,1.07,183.93
201104271540,12.68,1.14,184.03
201104271550,13.43,1.3,180.63
201104271600,13.95,1.22,181.53
201104271610,13.62,1.07,179.73
201104271620,14.13,1.05,179.43
201104271630,14.49,0.65,178.73
201104271640,14.53,0.91,179.53
201104271650,14.66,1.08,179.33
201104271700,14.63,1.43,174.73
201104271710,16.06,0.72,174.33
201104271720,14.72,1.48,173.93
201104271730,15.84,1.05,171.93
201104271740,14.82,1.41,171.13
201104271750,14.84,1.31,171.53
201104271800,14.31,1.93,166.63
201104271810,15.13,1.58,167.73
201104271820,15.84,1.76,165.63
201104271830,15.01,1.41,165.03
201104271840,16.16,1.43,163.53
201104271850,15.31,1.45,162.03
201104271900,14.64,1.15,159.73
201104271910,14.44,1.37,158.33
201104271920,14.01,1.14,157.53
201104271930,14.11,1.3,156.53
201104271940,13.12,1.44,155.63
201104271950,13.23,1.2,154.33
201104272000,13.76,1.3,153.43
201104272010,13.85,1.12,152.33
201104272020,14.29,1.35,152.93
201104272030,13.9,1.08,151.83
201104272040,13.51,0.9,150.93
201104272050,13.55,1.04,149.43
201104272100,13.21,0.87,149.13
201104272110,13.12,0.97,149.73
201104272120,13.15,0.84,149.63
201104272130,13.3,0.73,150.23
201104272140,12,0.8,147.93
201104272150,12.12,0.85,148.33
201104272200,12.95,0.77,149.13
201104272210,12.73,0.83,147.93
201104272220,13.02,0.7,148.63
201104272230,12.88,0.81,148.63
201104272240,13.24,0.84,148.33
201104272250,13.65,0.58,148.93
201104272300,13.63,0.51,147.83
201104272310,13.6,0.68,148.53
201104272320,13.82,0.59,145.93
201104272330,13.67,0.53,145.23
201104272340,13.73,0.63,144.33
201104272350,13.53,0.5,144.93
201104280000,13.25,0.66,144.03
201104280010,13.2,0.56,142.73
201104280020,12.99,0.63,142.53
201104280030,12.29,0.65,144.23
201104280040,12.55,0.69,143.43
201104280050,12.53,0.77,142.53
201104280100,13.36,0.64,140.23
201104280110,13.53,0.51,139.53
201104280120,13.66,0.48,138.03
201104280130,13.12,0.38,138.13
201104280140,12.73,0.38,138.93
201104280150,12.32,0.28,137.33
201104280200,11.92,0.25,133.03
201104280210,11.52,0.37,129.33
201104280220,10.79,0.26,130.03
201104280230,10.76,0.33,131.33
201104280240,10.85,0.31,129.93
201104280250,10.87,0.24,129.23
201104280300,10.79,0.25,132.43
201104280310,10.85,0.22,132.43
201104280320,10.4,0.21,129.93
201104280330,9.99,0.24,128.93
201104280340,9.35,0.23,126.63
201104280350,9,0.22,127.63
201104280400,8.71,0.23,130.93
201104280410,8.61,0.31,129.93
201104280420,8.07,0.23,131.53
201104280430,5.91,0.82,137.43
201104280440,6.19,0.71,138.63
201104280450,7.24,0.19,134.13
201104280500,6.46,0.76,135.43
201104280510,6.09,0.5,131.53
201104280520,5.99,0.47,123.73
201104280530,5.32,0.39,116.33
201104280540,5.38,0.35,115.43
201104280550,4.62,0.23,117.63
201104280600,4.95,0.26,119.13
201104280610,5.31,0.22,116.63
201104280620,5.03,0.4,107.33
201104280630,3.93,0.31,103.63
201104280640,3.89,0.26,108.83
201104280650,4.49,0.27,115.03
201104280700,3.74,0.55,110.83
201104280710,3.64,0.24,98.53
201104280720,3.57,0.19,95.53
201104280730,3.32,0.25,90.23
201104280740,2.86,0.21,111.33
201104280750,3.1,0.36,122.43
201104280800,2.75,0.53,128.43
201104280810,2.81,0.35,126.93
201104280820,2.34,0.4,114.53
201104280830,1.69,0.36,117.33
201104280840,1.3,0.6,115.93
201104280850,1.77,0.34,105.93
201104280900,1.3,0.31,82.63
201104280910,1.61,0.35,71.83
201104280920,0.95,0.22,50.6
201104280930,0.96,0.21,359.1
201104280940,1.06,0.34,323.13
201104280950,1.38,0.35,306.43
201104281000,1.52,0.37,286.43
201104281010,1.71,0.4,301.73
201104281020,1.71,0.38,294.33
201104281030,1.89,0.44,322.73
201104281040,2.24,0.36,315.23
201104281050,2.61,0.4,296.93
201104281100,2.75,0.38,272.53
201104281110,2.55,0.41,280.13
201104281120,2.52,0.42,285.03
201104281130,2.31,0.55,263.63
201104281140,2.11,0.55,270.53
201104281150,1.93,0.62,259.63
201104281200,1.75,0.51,329.23
201104281210,2.1,0.76,123.23
201104281220,1.92,1.13,96.73
201104281230,3.02,0.97,89.23
201104281240,2.59,0.99,51.3
201104281250,3.15,1.65,68.53
201104281300,4.78,1.34,41.94
201104281310,3.4,1.34,60.45
201104281320,5.44,0.86,37.8
201104281330,4.77,0.88,36.35
201104281340,3.9,1.11,20.18
201104281350,4.47,1.13,33.62
201104281400,2.68,0.81,17.53
201104281410,2.84,0.71,356.91
201104281420,2.62,0.92,295.43
201104281430,4,1.86,168.83
201104281440,8.07,1.79,183.63
201104281450,10.09,0.84,185.13
201104281500,9.78,1.05,186.83
201104281510,10.32,0.86,184.53
201104281520,10.62,0.68,184.03
201104281530,10.65,0.77,180.53
201104281540,10.14,0.73,177.03
201104281550,10.87,0.62,178.03
201104281600,11.34,0.52,177.23
201104281610,10.84,0.72,177.73
201104281620,10.76,0.66,176.13
201104281630,10.67,0.86,177.63
201104281640,10.75,0.72,178.53
201104281650,10.04,0.76,176.93
201104281700,9.59,0.62,176.93
201104281710,9,0.72,176.13
201104281720,9.14,0.58,176.13
201104281730,9.54,0.66,173.83
201104281740,9.35,0.56,170.83
201104281750,9.12,0.62,170.23
201104281800,9.58,0.86,167.83
201104281810,9.56,0.8,165.63
201104281820,9.32,0.75,165.33
201104281830,9.22,0.81,163.03
201104281840,10.23,0.57,159.33
201104281850,10.71,0.43,159.03
201104281900,11.26,0.34,156.93
201104281910,11.53,0.34,154.03
201104281920,11.15,0.44,154.93
201104281930,10.94,0.37,152.33
201104281940,11.14,0.34,148.53
201104281950,10.37,0.51,138.63
201104282000,9.81,0.2,134.43
201104282010,10.16,0.34,133.23
201104282020,10.61,0.2,136.23
201104282030,10.69,0.22,134.63
201104282040,10.59,0.23,132.43
201104282050,10.61,0.2,131.63
201104282100,10.49,0.19,128.13
201104282110,10.62,0.21,129.43
201104282120,10.59,0.24,127.23
201104282130,10.49,0.21,126.63
201104282140,10.02,0.24,125.13
201104282150,6.92,2.96,139.83
201104282200,3.27,1.47,154.63
201104282210,6.42,1.46,132.73
201104282220,2.92,1.43,143.03
201104282230,2.13,0.82,166.63
201104282240,1.96,0.46,257.13
201104282250,1.72,0.46,238.23
201104282300,2.94,0.46,175.33
201104282310,3.27,0.32,158.23
201104282320,2.74,0.38,153.63
201104282330,2.18,0.41,157.83
201104282340,1.57,0.27,144.83
201104282350,2.55,0.38,147.23
201104290000,2.48,0.3,149.53
201104290010,1.57,0.61,175.53
201104290020,2.6,0.73,188.73
201104290030,2.04,0.76,197.13
201104290040,1.64,0.6,178.73
201104290050,1.61,0.44,173.43
201104290100,1.49,0.34,175.93
201104290110,1.51,0.4,204.73
201104290120,2.24,0.43,235.13
201104290130,1.78,0.48,224.23
201104290140,1.4,0.2,225.03
201104290150,1.86,0.44,161.23
201104290200,1.72,0.28,188.33
201104290210,1.11,0.21,190.03
201104290220,1.52,0.52,180.83
201104290230,1.79,0.56,190.73
201104290240,2.31,0.31,218.73
201104290250,2.32,0.23,201.53
201104290300,2.71,0.58,174.43
201104290310,2.62,0.25,173.43
201104290320,1.81,0.36,199.83
201104290330,2.06,0.31,225.83
201104290340,1.97,0.25,247.83
201104290350,1.68,0.3,208.13
201104290400,2.75,0.54,175.13
201104290410,2.97,0.49,162.93
201104290420,1.74,0.73,187.33
201104290430,1.77,0.36,179.63
201104290440,1.95,0.41,205.43
201104290450,1.94,0.53,225.93
201104290500,1.97,0.49,232.53
201104290510,1.8,0.66,235.43
201104290520,1.74,0.81,285.93
201104290530,1.34,0.34,260.93
201104290540,1.57,0.42,184.43
201104290550,1.05,0.58,182.93
201104290600,1,0.47,223.53
201104290610,0.79,0.29,152.43
201104290620,1.22,0.31,60.51
201104290630,1.22,0.31,50.95
201104290640,1.5,0.56,72.83
201104290650,1.31,0.65,69.23
201104290700,1,0.45,77.43
201104290710,1.69,0.74,95.53
201104290720,1.62,0.49,81.93
201104290730,1.99,0.49,106.43
201104290740,1.19,0.65,290.93
201104290750,1.03,0.5,322.33
201104290800,0.77,0.26,319.83
201104290810,1.13,0.4,100.93
201104290820,1.84,0.4,159.73
201104290830,1.67,0.72,197.23
201104290840,1.55,0.48,191.23
201104290850,1.32,0.4,195.73
201104290900,1.15,0.54,147.43
201104290910,1.36,0.64,248.83
201104290920,1.1,0.36,276.33
201104290930,1.23,0.64,300.03
201104290940,0.92,0.42,303.63
201104290950,1.1,0.49,301.93
201104291000,1,0.34,285.33
201104291010,1.59,0.58,273.33
201104291020,1.88,0.44,285.33
201104291030,1.52,0.42,295.83
201104291040,1.3,0.66,281.33
201104291050,2.03,0.49,246.73
201104291100,2.34,0.51,224.03
201104291110,2.08,0.55,231.83
201104291120,2.63,0.62,219.43
201104291130,1.75,0.61,227.23
201104291140,1.63,0.51,169.73
201104291150,1.17,0.36,175.33
201104291200,1.34,0.48,235.03
201104291210,2.03,0.65,225.63
201104291220,3.69,0.66,236.73
201104291230,3.95,0.61,236.63
201104291240,4.28,0.59,220.33
201104291250,3.89,0.58,208.93
201104291300,3.59,0.7,210.63
201104291310,4.83,0.72,185.53
201104291320,5.72,1.43,185.13
201104291330,6.33,1.38,173.93
201104291340,8.35,0.71,190.43
201104291350,7.78,0.62,185.83
201104291400,7.75,0.95,184.53
201104291410,8.05,0.62,184.23
201104291420,8.02,0.63,184.63
201104291430,8.32,0.52,184.53
201104291440,8.7,0.51,184.03
201104291450,9.46,0.81,182.13
201104291500,9.93,0.82,182.03
201104291510,10.81,0.89,179.83
201104291520,11.34,0.98,175.23
201104291530,11.85,0.91,173.83
201104291540,11.55,0.75,176.03
201104291550,12.02,0.84,174.03
201104291600,12.69,1.02,174.43
201104291610,12.77,0.8,174.33
201104291620,12.72,1.13,174.53
201104291630,12.04,0.89,175.33
201104291640,11.88,0.81,175.83
201104291650,12.26,0.95,174.63
201104291700,11.35,1.21,177.43
201104291710,12.19,1.29,174.23
201104291720,10.78,0.99,172.93
201104291730,11.17,0.75,171.33
201104291740,11.69,0.96,171.63
201104291750,11.9,1.12,170.63
201104291800,12.24,1.09,170.13
201104291810,11.57,0.88,170.43
201104291820,11.37,0.64,172.73
201104291830,11.2,0.77,172.93
201104291840,12.2,0.85,169.83
201104291850,12.81,0.74,168.43
201104291900,12.15,0.71,166.73
201104291910,11.23,0.74,167.73
201104291920,10.72,0.77,165.43
201104291930,10.89,0.51,158.43
201104291940,10.73,0.55,156.03
201104291950,10.01,0.6,157.43
201104292000,10.66,0.53,158.33
201104292010,11.19,0.7,158.33
201104292020,10.7,0.58,161.53
201104292030,11.93,0.66,160.03
201104292040,11.32,0.84,160.43
201104292050,11.26,0.61,161.73
201104292100,10.56,0.8,158.13
201104292110,7.86,1.11,163.03
201104292120,7,0.69,165.93
201104292130,5.31,1.02,163.73
201104292140,7.15,2.28,154.93
201104292150,10.31,0.8,160.83
201104292200,3.52,2.65,145.13
201104292210,3.24,1.67,138.83
201104292220,6.03,0.67,143.93
201104292230,5.94,0.37,140.33
201104292240,8.55,1.01,145.73
201104292250,8.83,0.41,149.63
201104292300,9.51,0.44,152.53
201104292310,10.28,0.56,151.03
201104292320,8.5,0.84,147.83
201104292330,7.26,0.62,143.53
201104292340,6.86,0.38,141.43
201104292350,6.91,0.27,135.43
201104300000,7.1,0.49,138.03
201104300010,6.85,0.2,136.93
201104300020,6.68,0.23,134.73
201104300030,6.6,0.28,134.43
201104300040,6.59,0.67,132.83
201104300050,5.01,0.4,127.43
201104300100,4.47,0.2,122.13
201104300110,4.1,0.26,119.53
201104300120,3.67,0.2,101.73
201104300130,3.57,0.17,84.53
201104300140,3.92,0.2,78.73
201104300150,3.96,0.22,71.23
201104300200,3.45,0.33,69.13
201104300210,2.31,0.35,68.53
201104300220,1.87,0.44,66.73
201104300230,1.27,0.28,68.43
201104300240,1.29,0.27,63.63
201104300250,1.46,0.28,18.62
201104300300,1.18,0.22,20.06
201104300310,1.28,0.27,35.67
201104300320,1.1,0.26,51.69
201104300330,0.61,0.23,69.13
201104300340,0.41,0.18,69.13
201104300350,0.63,0.19,69.13
201104300400,1.06,0.21,69.23
201104300410,1.65,0.2,81.53
201104300420,1.67,0.21,70.93
201104300430,1.14,0.19,65.63
201104300440,1.38,0.19,65.53
201104300450,1.49,0.15,65.43
201104300500,2.1,0.27,64.33
201104300510,2.18,0.2,54.57
201104300520,1.64,0.18,49.61
201104300530,1.75,0.28,59.98
201104300540,1.97,0.27,53.86
201104300550,1.8,0.2,51.03
201104300600,1.47,0.28,38.83
201104300610,1.48,0.23,36.54
201104300620,1.16,0.26,37.59
201104300630,1.62,0.2,58.33
201104300640,1.84,0.16,57.19
201104300650,1.84,0.23,39.56
201104300700,1.87,0.21,43.1
201104300710,1.76,0.24,45.38
201104300720,1.7,0.31,34.32
201104300730,1.36,0.24,26.79
201104300740,1.16,0.15,26.86
201104300750,1.52,0.29,39.36
201104300800,1.54,0.31,42.42
201104300810,1.78,0.19,32.3
201104300820,1.85,0.22,36.24
201104300830,2.6,0.38,41.06
201104300840,2.91,0.27,45.5
201104300850,3.1,0.39,52.87
201104300900,2.5,0.44,69.13
201104300910,3.19,0.42,68.73
201104300920,3.53,0.27,64.63
201104300930,3.14,0.36,52.06
201104300940,3.09,0.29,39.55
201104300950,3.48,0.35,41.04
201104301000,3.32,0.51,53.68
201104301010,2.77,0.34,60.83
201104301020,3,0.53,63.23
201104301030,3.16,0.39,60.34
201104301040,3.37,0.4,59.16
201104301050,3.51,0.36,55.54
201104301100,3.1,0.41,61.63
201104301110,2.97,0.45,77.23
201104301120,2.8,0.39,63.93
201104301130,2.31,0.45,61.43
201104301140,1.6,0.41,41.14
201104301150,1.61,0.42,31.91
201104301200,0.95,0.39,45.23
201104301210,1.15,0.51,0.27
201104301220,1.07,0.29,56.71
201104301230,0.91,0.47,273.63
201104301240,1.44,0.49,307.53
201104301250,1.35,0.49,330.23
201104301300,1.16,0.46,319.63
201104301310,1.03,0.41,2.1
201104301320,1.02,0.51,337.93
201104301330,1.14,0.39,330.03
201104301340,1.63,0.63,288.83
201104301350,2.74,0.62,226.13
201104301400,2.43,1.21,182.23
201104301410,2.74,1.02,190.53
201104301420,3.43,0.86,191.53
201104301430,2.69,1.08,184.63
201104301440,3.23,0.98,179.83
201104301450,4.94,0.63,197.13
201104301500,3.84,0.74,188.63
201104301510,4.79,1.01,193.33
201104301520,4.46,0.84,193.53
201104301530,5.5,0.76,201.63
201104301540,6.62,0.64,202.03
201104301550,7.15,0.54,203.63
201104301600,7.24,0.5,205.03
201104301610,7.44,0.61,208.13
201104301620,7.51,0.39,209.03
201104301630,7.27,0.44,205.53
201104301640,6.96,0.43,204.73
201104301650,6.82,0.4,203.63
201104301700,6.76,0.4,203.33
201104301710,6.8,0.39,197.53
201104301720,6.67,0.47,197.23
201104301730,6.62,0.47,195.73
201104301740,5.76,0.46,190.63
201104301750,5.97,0.26,189.23
201104301800,6.02,0.25,181.53
201104301810,5.19,0.33,180.13
201104301820,4.57,0.38,180.63
201104301830,4.72,0.33,174.93
201104301840,4.77,0.3,169.23
201104301850,5.8,0.53,166.73
201104301900,6.65,0.24,169.43
201104301910,6.33,0.28,167.13
201104301920,5.88,0.2,162.63
201104301930,4.05,2.08,176.83
