SCAN_NAME,ws62,stdev62,wd60
201112111710,17.33,1.74,170.13
201112111720,17.07,1.41,172.43
201112111730,16.43,1.21,171.83
201112111740,15.93,1.59,171.23
201112111750,16.28,1.33,171.53
201112111800,15.74,1.36,171.43
201112111810,16.1,1.59,171.33
201112111820,16.01,1.57,171.33
201112111830,15.83,1.35,173.23
201112111840,16.29,1.44,172.13
201112111850,16.82,1.26,171.93
201112111900,16.49,1.28,170.13
201112111910,16.67,1.26,168.03
201112111920,14.58,1.44,167.63
201112111930,15.25,1.41,167.53
201112111940,14.88,1.6,166.23
201112111950,15.05,1.74,165.73
201112112000,14.41,1.58,165.53
201112112010,15.36,1.23,166.33
201112112020,16.32,1.37,167.03
201112112030,16.45,1.67,167.23
201112112040,16.39,1.66,167.63
201112112050,16.04,1.5,168.03
201112112100,15.67,1.2,166.03
201112112110,15.73,1.1,164.83
201112112120,15.28,1.16,163.93
201112112130,14.15,1.19,163.23
201112112140,14.01,1.38,163.63
201112112150,14.44,1.15,164.53
201112112200,13.75,1.11,165.23
201112112210,13.75,0.97,165.63
201112112220,12.99,1.03,164.83
201112112230,12.84,0.9,164.33
201112112240,12.82,1.04,163.63
201112112250,12.83,0.87,161.93
201112112300,12.45,0.98,161.33
201112112310,11.54,0.94,160.03
201112112320,11.55,0.88,160.43
201112112330,11.23,0.82,160.43
201112112340,10.8,0.78,160.03
201112112350,10.13,0.89,159.23
201112120000,9.65,0.74,159.33
201112120010,9.01,0.7,157.73
201112120020,9.94,0.7,160.53
201112120030,9.65,0.75,160.93
201112120040,9.81,0.71,163.03
201112120050,9.56,0.73,162.93
201112120100,8.76,0.7,163.03
201112120110,8.37,0.58,163.33
201112120120,8.75,0.55,163.23
201112120130,8.73,0.49,161.83
201112120140,8.93,0.42,162.63
201112120150,9.15,0.41,161.03
201112120200,9.58,0.56,154.43
201112120210,9.68,0.52,150.63
201112120220,7.85,0.61,141.83
201112120230,6.95,0.6,134.13
201112120240,6.71,0.44,128.13
201112120250,7.35,0.49,133.03
201112120300,6.95,0.4,134.83
201112120310,6.58,0.39,136.23
201112120320,5.57,0.45,132.63
201112120330,4.95,0.31,125.33
201112120340,3.79,0.57,128.93
201112120350,3.5,0.28,123.33
201112120400,3.42,0.22,119.23
201112120410,3.05,0.34,113.93
201112120420,2.76,0.22,104.33
201112120430,3.05,0.18,94.43
201112120440,4.15,0.39,68.33
201112120450,4.3,0.14,63.03
201112120500,3.98,0.3,61.93
201112120510,3.72,0.26,61.63
201112120520,3.6,0.16,59.22
201112120530,2.93,0.3,61.63
201112120540,2.33,0.16,54.15
201112120550,1.9,0.23,52.79
201112120600,1.97,0.82,67.63
201112120610,1.83,0.72,56.16
201112120620,1.68,0.32,65.13
201112120630,1.84,0.33,85.13
201112120640,2.32,0.55,81.03
201112120650,2.3,0.3,68.53
201112120700,1.89,0.27,56.84
201112120710,1.47,0.13,38.24
201112120720,1.03,0.3,38.3
201112120730,0.51,0.21,38.38
201112120740,0.63,0.27,0.43
201112120750,1.34,0.58,263.13
201112120800,2.15,0.46,248.03
201112120810,2.1,0.34,245.23
201112120820,2.3,0.5,261.33
201112120830,2.27,0.36,251.13
201112120840,2.56,0.46,284.93
201112120850,2.5,0.5,277.23
201112120900,2.17,0.6,274.13
201112120910,1.95,0.37,266.33
201112120920,1.65,0.56,275.43
201112120930,1.58,0.43,259.43
201112120940,1.54,0.47,252.53
201112120950,1.77,0.41,249.13
201112121000,2.59,0.43,241.03
201112121010,2.66,0.5,242.13
201112121020,2.32,0.45,250.63
201112121030,2.86,0.55,229.53
201112121040,2.68,0.53,251.03
201112121050,2.81,0.62,238.73
201112121100,3.88,0.73,220.23
201112121110,4.29,0.73,218.23
201112121120,4.85,0.77,217.23
201112121130,6.09,0.91,224.63
201112121140,5.93,0.87,220.43
201112121150,6.98,0.73,214.43
201112121200,7.3,0.97,214.93
201112121210,7.52,0.83,205.73
201112121220,8.35,0.93,207.53
201112121230,8.59,0.8,199.73
201112121240,9.18,0.88,197.73
201112121250,9.56,0.87,199.93
201112121300,8.96,1.15,195.93
201112121310,10.24,0.89,194.63
201112121320,9.91,0.84,197.93
201112121330,9.53,1.01,198.43
201112121340,9.92,0.75,196.73
201112121350,10.2,0.88,193.13
201112121400,10.59,0.67,188.63
201112121410,10.31,0.72,189.53
201112121420,10.49,0.8,191.13
201112121430,10.47,0.82,192.13
201112121440,10.21,0.77,191.03
201112121450,10,0.81,191.53
201112121500,9.57,0.75,190.63
201112121510,8.31,1.02,187.73
201112121520,8.6,1.02,195.13
201112121530,9.79,0.83,194.33
201112121540,10.58,1.01,193.63
201112121550,10.87,1.15,191.33
201112121600,11.56,0.88,192.13
201112121610,11.2,0.98,192.73
201112121620,10.8,1.07,194.73
201112121630,11.97,0.84,195.73
201112121640,12.75,1.09,197.93
201112121650,12.83,1.06,194.53
201112121700,13.07,0.87,194.13
201112121710,12.5,1.06,197.23
201112121720,11.67,1.24,201.33
201112121730,10.26,1.39,204.53
201112121740,8.86,1.15,204.63
201112121750,10.04,1.35,199.23
201112121800,9.85,1.19,195.43
201112121810,10.34,0.94,191.63
201112121820,10.47,1.26,191.43
201112121830,9.65,1.11,184.63
201112121840,8.48,1.41,194.63
201112121850,7.7,1.99,188.63
201112121900,7.58,1.33,190.03
201112121910,9.74,1.27,186.53
201112121920,7.1,1.21,197.13
201112121930,6.67,0.82,197.33
201112121940,6.47,0.87,199.93
201112121950,6.09,0.93,201.83
201112122000,5.61,0.87,201.43
201112122010,5.67,0.71,204.23
201112122020,5.42,1.37,192.73
201112122030,5.04,1.31,190.43
201112122040,4.1,0.74,208.03
201112122050,5.1,1.2,198.53
201112122100,5.87,0.58,190.63
201112122110,4.61,0.82,213.63
201112122120,5.01,0.5,215.73
201112122130,5.18,0.46,215.33
201112122140,5.95,0.49,216.43
201112122150,6.38,0.52,210.23
201112122200,5.84,0.64,210.73
201112122210,5.21,0.47,214.33
201112122220,5.13,0.66,213.13
201112122230,4.15,0.38,217.73
201112122240,4.24,0.59,230.43
201112122250,3.82,0.43,232.63
201112122300,3.81,0.63,226.13
201112122310,4.57,0.59,220.33
201112122320,4.55,0.48,228.53
201112122330,4.67,0.41,235.53
201112122340,4.29,0.62,228.03
201112122350,4.25,0.5,229.23
201112130000,3.65,0.54,236.73
201112130010,3.34,0.58,207.63
201112130020,3.57,0.42,200.73
201112130030,3.36,0.58,193.73
201112130040,3.78,0.42,204.43
201112130050,4.12,0.33,206.83
201112130100,3.77,0.36,199.23
201112130110,2.81,0.5,194.83
201112130120,2.71,0.41,212.63
201112130130,2.82,0.45,228.13
201112130140,2.72,0.48,224.63
201112130150,2.86,0.49,219.43
201112130200,3.26,0.45,225.03
201112130210,3.13,0.35,221.73
201112130220,3.1,0.43,224.63
201112130230,2.96,0.55,237.03
201112130240,3.25,0.37,240.83
201112130250,2.46,0.31,247.23
201112130300,2.88,0.4,230.63
201112130310,3.03,0.44,218.03
201112130320,2.73,0.48,215.43
201112130330,2.64,0.38,218.23
201112130340,2.73,0.33,217.43
201112130350,2.73,0.21,221.73
201112130400,2.6,0.34,220.33
201112130410,2.43,0.23,232.63
201112130420,2.44,0.24,231.13
201112130430,2.95,0.42,235.53
201112130440,2.23,0.29,241.93
201112130450,2.56,0.27,240.63
201112130500,2.46,0.3,235.03
201112130510,2.06,0.26,237.53
201112130520,2.06,0.23,239.43
201112130530,2.33,0.27,248.83
201112130540,2.64,0.24,244.63
201112130550,2.46,0.26,244.53
201112130600,2.76,0.26,241.93
201112130610,2.69,0.29,237.43
201112130620,3.29,0.41,243.53
201112130630,3.35,0.33,241.03
201112130640,3.06,0.31,237.73
201112130650,3.44,0.37,231.53
201112130700,3.84,0.42,228.03
201112130710,4.04,0.41,236.33
201112130720,4.6,0.39,248.03
201112130730,3.7,0.63,250.53
201112130740,2.99,0.55,238.53
201112130750,3.13,0.38,250.83
201112130800,2.86,0.35,243.23
201112130810,2.93,0.32,249.03
201112130820,3.25,0.3,263.53
201112130830,3.17,0.45,267.43
201112130840,3.48,0.36,258.33
201112130850,3.42,0.41,254.83
201112130900,3.51,0.37,258.13
201112130910,3.45,0.62,273.93
201112130920,3.37,0.42,261.23
201112130930,3.71,0.54,265.13
201112130940,3.86,0.59,249.83
201112130950,3.85,0.63,261.83
201112131000,4.22,0.58,250.53
201112131010,4.87,0.6,265.33
201112131020,4.16,0.55,261.23
201112131030,4.44,0.56,256.23
201112131040,4.97,0.6,264.93
201112131050,5.02,0.54,263.53
201112131100,4.52,0.72,253.63
201112131110,6.02,0.65,264.53
201112131120,5.97,0.79,257.23
201112131130,6.72,1.23,246.93
201112131140,7.22,0.73,238.63
201112131150,7.16,0.81,238.43
201112131200,6.98,0.85,240.23
201112131210,6.96,0.76,240.93
201112131220,7.02,0.65,238.73
201112131230,6.29,0.7,237.43
201112131240,7.19,0.88,236.43
201112131250,6.57,0.85,238.03
201112131300,6.93,0.95,236.63
201112131310,7.72,0.97,236.63
201112131320,6.77,0.84,241.03
201112131330,6.91,0.83,242.53
201112131340,6.73,0.96,240.23
201112131350,7.15,0.9,243.23
201112131400,6.65,1.06,246.83
201112131410,7.99,1.12,239.23
201112131420,5.79,0.96,245.13
201112131430,6.55,1.3,248.43
201112131440,6.27,1.02,249.03
201112131450,5.91,0.78,246.63
201112131500,6.26,0.83,245.53
201112131510,5.83,0.94,248.23
201112131520,6.64,0.69,254.73
201112131530,6.21,0.84,249.53
201112131540,7.95,0.82,241.83
201112131550,5.42,1.05,248.43
201112131600,4.5,1.03,263.63
201112131610,5.84,0.72,264.03
201112131620,5.43,0.66,254.83
201112131630,4.75,0.6,268.93
201112131640,4.37,0.73,263.83
201112131650,5.16,0.9,251.63
201112131700,6.12,0.6,243.33
201112131710,6.39,0.83,246.53
201112131720,5.57,0.61,242.83
201112131730,5.5,0.82,242.33
201112131740,6.27,0.67,240.23
201112131750,5.44,0.62,240.93
201112131800,5.07,0.69,251.43
201112131810,5.64,0.68,246.63
201112131820,6.38,0.6,244.33
201112131830,5.55,0.67,243.93
201112131840,5.31,0.77,242.33
201112131850,6.06,0.53,238.53
201112131900,5.78,0.54,239.13
201112131910,5.05,0.44,239.33
201112131920,5.04,0.61,238.73
201112131930,5.3,0.36,241.03
201112131940,5.38,0.32,242.23
201112131950,4.98,0.44,236.83
201112132000,4.87,0.29,232.13
201112132010,4.6,0.34,234.33
201112132020,4.1,0.34,236.43
201112132030,4.24,0.38,237.03
201112132040,4.67,0.43,238.73
201112132050,4.07,0.42,242.43
201112132100,3.51,0.46,246.13
201112132110,2.72,0.48,247.13
201112132120,1.69,0.38,256.03
201112132130,1.12,0.24,257.03
201112132140,1.54,0.38,270.03
201112132150,1.79,0.49,285.33
201112132200,2.2,0.44,286.43
201112132210,1.87,0.34,294.73
201112132220,2.19,0.3,284.23
201112132230,2.32,0.55,286.73
201112132240,2.84,0.41,284.73
201112132250,3.13,0.43,285.43
201112132300,3.05,0.3,291.83
201112132310,3.3,0.4,294.53
201112132320,3.57,0.29,291.63
201112132330,3.38,0.22,289.93
201112132340,3.04,0.27,290.63
201112132350,2.49,0.21,291.33
201112140000,2.04,0.17,297.33
201112140010,2.13,0.14,305.13
201112140020,2.43,0.2,318.53
201112140030,2.6,0.2,338.13
201112140040,2.74,0.22,308.63
201112140050,2.82,0.17,299.53
201112140100,2.67,0.34,307.93
201112140110,1.88,0.24,316.43
201112140120,1.71,0.23,340.55
201112140130,1.56,0.28,325.53
201112140140,1.43,0.23,335.33
201112140150,1.62,0.21,336.63
201112140200,1.99,0.22,338.33
201112140210,1.93,0.2,346.81
201112140220,1.93,0.22,356.29
201112140230,2.04,0.26,9.17
201112140240,2.47,0.24,16.75
201112140250,2.67,0.28,4.2
201112140300,2.84,0.43,345.4
201112140310,2.43,0.37,338.93
201112140320,2.25,0.23,334.43
201112140330,2.27,0.28,324.83
201112140340,2.95,0.51,301.63
201112140350,3.93,0.45,278.33
201112140400,4.19,0.4,284.63
201112140410,3.44,0.26,285.63
201112140420,2.65,0.32,284.93
201112140430,2.9,0.56,296.13
201112140440,3.18,0.37,292.83
201112140450,2.58,0.34,294.93
201112140500,2.5,0.4,287.83
201112140510,2.55,0.4,287.33
201112140520,3.72,0.45,284.23
201112140530,3.18,0.34,290.53
201112140540,3.78,0.66,310.13
201112140550,3.81,0.32,305.23
201112140600,3.97,0.29,288.93
201112140610,3.93,0.32,292.03
201112140620,4.12,0.28,277.23
201112140630,4.05,0.34,279.93
201112140640,3.14,0.28,277.43
201112140650,3.23,0.44,289.63
201112140700,3.92,0.52,287.03
201112140710,4.92,0.38,290.83
201112140720,4.18,0.47,298.53
201112140730,4.03,0.36,296.93
201112140740,4.13,0.44,287.43
201112140750,4.67,0.56,270.03
201112140800,4.25,0.5,242.13
201112140810,5.14,0.34,237.13
201112140820,5.54,0.57,231.43
201112140830,6.09,0.46,214.53
201112140840,5.91,0.65,207.63
201112140850,6.16,0.53,207.33
201112140900,6.33,0.59,208.03
201112140910,6.62,0.6,215.93
201112140920,6.59,0.55,214.93
201112140930,6.51,0.61,216.13
201112140940,6.49,0.7,214.53
201112140950,6.27,0.68,214.03
201112141000,5.94,0.7,212.13
201112141010,6.11,0.84,217.83
201112141020,6.37,0.82,223.73
201112141030,5.7,0.72,216.73
201112141040,6.05,0.89,212.63
201112141050,6.3,1.18,232.33
201112141100,6.74,0.99,222.43
201112141110,7.57,0.9,229.93
201112141120,6.64,1.04,230.43
201112141130,6.52,0.94,227.23
201112141140,6.41,0.92,216.73
201112141150,6.46,1.23,222.93
201112141200,5.91,1.45,233.43
201112141210,5.56,1.29,234.53
201112141220,5.87,1.21,243.13
201112141230,6.6,1.04,240.33
201112141240,6.64,1.42,230.43
201112141250,6.45,1.18,229.43
201112141300,6.5,1.09,235.33
201112141310,6.92,0.95,235.63
201112141320,6.44,1.41,232.93
201112141330,7.83,1.12,216.23
201112141340,7.07,1.42,218.83
201112141350,6.81,1.26,212.83
201112141400,6.26,1.24,210.53
201112141410,7.28,1.36,218.63
201112141420,7.04,1.17,218.03
201112141430,6.53,1.01,217.83
201112141440,6.74,1.15,221.23
201112141450,6.57,1.16,217.13
201112141500,6.9,1.16,231.13
201112141510,7.6,1.05,218.43
201112141520,8.04,0.92,215.03
201112141530,8.15,0.95,217.63
201112141540,8.26,1.04,220.53
201112141550,9,0.89,220.23
201112141600,8.79,1.49,224.13
201112141610,8.6,1.22,213.93
201112141620,8.28,1.02,220.13
201112141630,8.25,1.12,212.83
201112141640,8.77,1.06,207.83
201112141650,9.08,0.78,207.13
201112141700,8.98,0.94,207.53
201112141710,8.98,1.04,205.43
201112141720,8.53,1.09,201.03
201112141730,8.74,0.89,201.13
201112141740,8.19,0.85,204.33
201112141750,8.03,0.87,192.13
201112141800,8.06,1.18,204.23
201112141810,7.58,0.92,203.73
201112141820,7.87,0.99,202.93
201112141830,7.67,0.89,201.13
201112141840,6.72,0.76,200.83
201112141850,6.8,0.77,197.03
201112141900,7.15,0.71,203.23
201112141910,7.22,0.73,199.13
201112141920,6.3,0.93,197.03
201112141930,6.55,0.72,198.13
201112141940,6.29,0.43,195.83
201112141950,5.98,0.45,194.43
201112142000,6.49,0.61,196.93
201112142010,6.36,0.4,189.93
201112142020,5.72,0.53,190.63
201112142030,5.97,0.44,184.03
201112142040,5.69,0.56,182.23
201112142050,6.27,0.59,183.33
201112142100,6.64,0.57,186.13
201112142110,6.27,0.42,186.53
201112142120,5.76,0.38,183.33
201112142130,5.12,0.43,178.53
201112142140,4.89,0.37,175.33
201112142150,5.19,0.26,176.83
201112142200,4.94,0.3,175.23
201112142210,4.3,0.22,171.33
201112142220,4.28,0.2,168.83
201112142230,4.4,0.24,163.53
201112142240,4.78,0.21,158.63
201112142250,5.37,0.27,160.63
201112142300,5.74,0.16,160.63
201112142310,5.5,0.25,156.83
201112142320,4.88,0.18,153.13
201112142330,4.79,0.2,150.33
201112142340,5.13,0.15,150.73
201112142350,4.85,0.2,144.83
201112150000,4.68,0.16,140.33
201112150010,5.18,0.27,142.43
201112150020,5.39,0.17,142.73
201112150030,5.23,0.14,139.53
201112150040,5.28,0.17,134.63
201112150050,5.47,0.14,131.83
201112150100,5.6,0.24,130.93
201112150110,5.28,0.16,126.73
201112150120,5,0.16,126.23
201112150130,5.33,0.18,132.73
201112150140,5.56,0.18,131.93
201112150150,6.17,0.29,136.53
201112150200,6.47,0.16,135.63
201112150210,6.59,0.16,136.53
201112150220,6.32,0.16,137.43
201112150230,5.67,0.26,129.33
201112150240,5.79,0.32,126.23
201112150250,6.02,0.22,128.63
201112150300,6.22,0.26,126.83
201112150310,6.54,0.18,125.73
201112150320,6.57,0.2,126.43
201112150330,6.84,0.22,130.73
201112150340,6.83,0.18,131.33
201112150350,6.89,0.2,135.03
201112150400,6.91,0.18,132.63
201112150410,6.71,0.16,132.43
201112150420,6.58,0.2,132.13
201112150430,6.51,0.14,130.53
201112150440,6.69,0.2,125.63
201112150450,6.84,0.2,130.23
201112150500,7.02,0.27,133.53
201112150510,7.34,0.38,127.73
201112150520,7.7,0.2,129.03
201112150530,6.09,1.17,115.33
201112150540,6.06,0.58,123.53
201112150550,6.42,0.35,128.83
201112150600,6.14,0.27,126.23
201112150610,6.43,0.66,123.13
201112150620,7.03,0.2,128.53
201112150630,6.88,0.24,127.83
201112150640,6.44,0.25,129.63
201112150650,5.85,0.16,132.13
201112150700,5.77,0.18,133.33
201112150710,5.11,0.48,135.13
201112150720,4.8,0.56,144.23
201112150730,5.02,0.51,141.33
201112150740,5.13,0.72,143.43
201112150750,5.85,0.47,141.93
201112150800,5.69,0.61,144.03
201112150810,5.54,0.59,135.43
201112150820,4.88,0.72,136.43
201112150830,5.14,0.79,136.33
201112150840,5.24,0.72,136.33
201112150850,4.98,0.82,144.63
201112150900,5.26,0.79,144.03
201112150910,3.14,0.75,148.93
201112150920,3.86,0.85,143.63
201112150930,3.55,0.76,159.53
201112150940,3.72,0.9,143.13
201112150950,3.01,0.58,121.43
201112151000,3.67,0.81,155.13
201112151010,3.01,1.17,159.63
201112151020,2.99,0.53,173.13
201112151030,1.7,0.73,161.93
201112151040,2.2,0.59,174.53
201112151050,2.84,1,126.03
201112151100,2.21,0.94,148.73
201112151110,2.07,0.7,161.63
201112151120,2.32,1.15,174.03
201112151130,2.9,0.66,147.53
201112151140,5.93,2.37,177.53
201112151150,8.48,1.06,194.03
201112151200,8.01,1.12,196.33
201112151210,8.9,1,189.23
201112151220,9.67,1.27,197.43
201112151230,9.23,1.18,190.83
201112151240,10.44,1.12,193.93
201112151250,10.03,1.12,194.03
201112151300,10.3,0.9,190.03
201112151310,10.34,0.98,189.43
201112151320,10.32,1.23,189.13
201112151330,10.71,1.07,190.13
201112151340,10.92,1.43,187.93
201112151350,10.81,1.04,189.43
201112151400,10.95,1.09,192.23
201112151410,11.04,1.2,185.53
201112151420,11.34,0.99,191.43
201112151430,11.16,0.96,188.73
201112151440,11.22,1.09,191.53
201112151450,11.47,1.01,191.33
201112151500,11.39,0.98,193.13
201112151510,11.96,0.88,191.63
201112151520,12.16,1.06,194.63
201112151530,11.75,1.29,193.33
201112151540,11.48,1.31,190.93
201112151550,11.39,1.25,186.63
201112151600,12.43,0.9,190.73
201112151610,12.48,1.13,187.63
201112151620,12.41,0.87,185.43
201112151630,12.57,0.97,188.63
201112151640,12.07,1.19,183.73
201112151650,12.44,0.94,184.43
201112151700,11.74,0.9,181.43
201112151710,11.71,0.72,185.43
201112151720,11.15,0.71,182.63
201112151730,11.17,1.24,183.33
201112151740,11.57,1.08,188.13
201112151750,11.55,0.95,189.13
201112151800,11.29,1.04,183.73
201112151810,11.67,0.81,183.93
201112151820,11.54,0.73,182.33
201112151830,11.16,1.11,183.03
201112151840,10.62,1.02,175.53
201112151850,11.6,0.48,176.73
201112151900,11.32,0.89,177.73
201112151910,11.26,0.99,179.93
201112151920,11.01,0.89,177.43
201112151930,10.21,0.98,179.13
201112151940,9.88,1.13,175.73
201112151950,10.38,0.89,174.53
201112152000,11.37,0.96,172.63
201112152010,11.3,1.05,172.83
201112152020,10.56,0.94,171.63
201112152030,10.51,0.85,169.93
201112152040,10.75,0.76,169.93
201112152050,10.77,0.89,168.13
201112152100,10.25,0.82,167.13
201112152110,9.66,0.73,167.13
201112152120,9.66,0.7,167.13
201112152130,8.78,0.81,165.63
201112152140,8.24,0.68,164.03
201112152150,8.28,0.83,163.73
201112152200,8.31,0.89,164.33
201112152210,8.43,0.85,164.03
201112152220,8.56,0.75,163.83
201112152230,8.62,0.61,163.83
201112152240,8.99,0.62,164.13
201112152250,9.16,0.72,162.43
201112152300,9.54,0.66,161.13
201112152310,9.44,0.67,160.93
201112152320,9.84,0.67,160.93
201112152330,9.58,0.69,158.93
201112152340,9.25,0.56,156.03
201112152350,9.02,0.54,155.03
201112160000,8.85,0.59,153.83
201112160010,8.45,0.59,155.83
201112160020,8.3,0.66,159.23
201112160030,9.03,0.67,161.83
201112160040,9.31,0.72,164.53
201112160050,8.5,0.52,164.23
201112160100,8.41,0.6,161.43
201112160110,7.82,0.52,159.43
201112160120,7.76,0.53,157.33
201112160130,7.36,0.62,153.43
201112160140,6.87,0.74,147.33
201112160150,6.41,0.74,143.53
201112160200,6.54,0.84,142.23
201112160210,6.8,0.52,143.93
201112160220,6.98,0.59,140.83
201112160230,7.1,0.56,140.53
201112160240,7.15,0.47,148.13
201112160250,7.62,0.53,150.73
201112160300,7.29,0.55,151.93
201112160310,6.67,0.52,154.83
201112160320,6.21,0.52,157.33
201112160330,5.69,0.52,154.63
201112160340,5.45,0.47,152.93
201112160350,5.12,0.35,155.03
201112160400,4.68,0.47,150.53
201112160410,4.44,0.34,155.23
201112160420,4.39,0.36,153.23
201112160430,4.55,0.44,152.63
201112160440,3.89,0.31,146.53
201112160450,2.88,0.68,152.03
201112160500,3.06,0.4,149.13
201112160510,3.23,0.17,147.73
201112160520,3.37,0.22,147.63
201112160530,3.04,0.3,153.43
201112160540,3.19,0.19,158.53
201112160550,2.92,0.25,163.33
201112160600,3.62,0.39,158.13
201112160610,3.5,0.36,143.63
201112160620,3.08,0.28,147.93
201112160630,2.93,0.26,140.03
201112160640,2.88,0.44,120.13
201112160650,2.1,0.15,110.03
201112160700,1.99,0.17,91.63
201112160710,1.78,0.13,76.13
201112160720,2.25,0.22,66.53
201112160730,1.99,0.3,59.68
201112160740,1.44,0.33,66.93
201112160750,0.58,0.38,87.53
201112160800,0.59,0.31,169.23
201112160810,0.98,0.46,88.63
201112160820,1.24,0.38,129.83
201112160830,0.94,0.41,227.23
201112160840,1.46,0.55,208.03
201112160850,2.06,0.46,181.13
201112160900,2.08,0.65,165.13
201112160910,2.21,0.87,179.93
201112160920,2.59,0.8,188.23
201112160930,3.2,0.58,198.83
201112160940,3.53,0.72,194.53
201112160950,3.41,0.73,185.53
201112161000,3.49,0.68,183.73
201112161010,3.15,0.61,191.13
201112161020,2.97,0.81,181.73
201112161030,3.32,0.57,189.83
201112161040,5.24,1.06,202.73
201112161050,6.6,0.85,201.33
201112161100,7.2,0.96,200.03
201112161110,7.54,0.81,199.93
201112161120,7.5,0.95,197.93
201112161130,6.84,0.9,187.73
201112161140,8.7,1.16,198.33
201112161150,9.3,0.83,195.93
201112161200,9.19,0.98,193.03
201112161210,9.56,0.89,194.53
201112161220,9.56,1.1,191.63
201112161230,10.05,1.16,191.93
201112161240,9.19,1.06,188.83
201112161250,10.13,1.42,192.83
201112161300,10.67,0.98,192.93
201112161310,10.12,1.15,187.83
201112161320,9.92,0.98,190.83
201112161330,10.32,1.11,191.33
201112161340,10.59,1.01,190.43
201112161350,11.01,1.06,191.23
201112161400,11.38,1,189.53
201112161410,12.04,0.92,192.63
201112161420,12.55,0.93,190.33
201112161430,12.37,1.15,192.53
201112161440,13.25,0.96,191.93
201112161450,13.02,1.27,189.73
201112161500,12.18,0.76,186.53
201112161510,11.64,0.84,189.63
201112161520,11.28,1.15,181.83
201112161530,12,1.03,180.43
201112161540,12.73,0.78,180.13
201112161550,12.93,0.66,180.13
201112161600,13.37,0.9,182.33
201112161610,13.83,0.87,182.53
201112161620,14.11,0.8,181.63
201112161630,13.77,0.94,180.73
201112161640,13.54,0.75,177.23
201112161650,13.29,0.91,177.33
201112161700,13.04,0.99,178.63
201112161710,13.74,0.81,182.13
201112161720,14.14,0.64,183.53
201112161730,14.05,0.67,182.43
201112161740,13.51,0.98,181.93
201112161750,12.96,0.83,177.33
201112161800,13.31,0.85,172.23
201112161810,14.16,0.93,174.73
201112161820,14.39,1.03,171.63
201112161830,14.57,1.05,170.63
201112161840,14.27,0.85,173.13
201112161850,14.11,1.2,170.73
201112161900,13.37,1,171.43
201112161910,13.29,1.03,171.23
201112161920,12.68,1.07,170.93
201112161930,11.78,0.7,170.23
201112161940,11.05,0.9,169.63
201112161950,10.66,0.76,167.83
201112162000,10.26,0.79,169.43
201112162010,9.59,0.76,172.63
201112162020,10.18,0.56,173.93
201112162030,10.26,0.63,174.73
201112162040,10.44,0.66,174.83
201112162050,10.7,0.76,172.73
201112162100,10.52,0.65,170.63
201112162110,9.64,0.81,172.13
201112162120,8.37,0.58,170.33
201112162130,8,0.72,170.63
201112162140,6.21,1.13,171.73
201112162150,4.61,0.9,175.63
201112162200,4,0.77,179.83
201112162210,3.95,0.62,173.83
201112162220,4.46,0.55,174.33
201112162230,5.49,0.54,175.03
201112162240,5.54,0.56,179.73
201112162250,6.11,0.53,176.53
201112162300,6.27,0.52,181.83
201112162310,6.79,0.35,181.13
201112162320,6.73,0.34,180.63
201112162330,6.07,0.6,178.43
201112162340,6.32,0.76,179.33
201112162350,7.14,0.68,179.23
201112170000,8.04,0.62,178.93
201112170010,7.43,0.55,177.63
201112170020,6.89,0.58,176.43
201112170030,7.02,0.58,177.73
201112170040,6.14,0.75,179.43
201112170050,4.7,0.86,179.13
201112170100,4.34,0.61,177.23
201112170110,3.6,0.47,177.43
201112170120,4.12,0.52,176.33
201112170130,4.15,0.44,181.53
201112170140,3.8,0.39,185.33
201112170150,3.77,0.35,190.43
201112170200,3.98,0.37,189.03
201112170210,3.72,0.43,183.23
201112170220,2.97,0.35,173.33
201112170230,2.92,0.26,170.23
201112170240,2.77,0.26,169.13
201112170250,3.45,0.61,168.93
201112170300,3.61,0.74,158.23
201112170310,4.6,0.65,157.43
201112170320,4.6,0.58,159.13
201112170330,3.9,0.38,158.83
201112170340,3.77,0.27,164.33
201112170350,3.57,0.32,170.53
201112170400,3.57,0.2,173.23
201112170410,3.08,0.47,169.53
201112170420,3.54,0.49,168.73
201112170430,3.93,0.25,168.03
201112170440,3.37,0.25,165.13
201112170450,3.38,0.16,156.63
201112170500,3.4,0.14,153.83
201112170510,3.42,0.15,146.73
201112170520,3.24,0.16,138.83
201112170530,3.07,0.42,105.13
201112170540,3.14,0.2,89.13
201112170550,3.09,0.13,82.63
201112170600,3.18,0.18,84.03
201112170610,3.21,0.16,84.53
201112170620,3.51,0.19,80.23
201112170630,3.05,0.18,73.13
201112170640,3.5,0.19,53
201112170650,4.11,0.34,38.7
201112170700,3.82,0.59,40.48
201112170710,3.4,0.37,43.69
201112170720,3.56,0.35,42.04
201112170730,3.11,0.52,37.06
201112170740,2.83,0.38,43.77
201112170750,2.39,0.4,28.92
201112170800,1.84,0.45,27.01
201112170810,1.34,0.45,37.4
201112170820,1.84,0.48,327.33
201112170830,1.51,0.48,325.43
201112170840,1.52,0.39,348.94
201112170850,1.14,0.32,343.69
201112170900,1.3,0.43,283.83
201112170910,1.55,0.34,225.13
201112170920,1.38,0.5,169.03
201112170930,1.65,0.44,201.03
201112170940,1.44,0.57,239.53
201112170950,1.99,0.82,173.73
201112171000,2.23,0.98,201.83
201112171010,3.06,0.82,202.73
